semester,hallticket,subject_code,subject_name,internal_marks,external_marks,total,cgpa,grade,credits
Semester 8,246BIA73006,CS304,Artificial Intelligence,38,43,81,7.3,B+,4
Semester 8,246BIA73007,CS101,Mathematics,32,30,62,7.0,B+,4
Semester 8,246BIA73007,CS102,Physics,45,37,82,8.0,A,4
Semester 8,246BIA73007,CS103,Chemistry,47,45,92,9.7,A+,4
Semester 8,246BIA73007,CS201,Data Structures,36,29,65,6.3,B,4
Semester 8,246BIA73007,CS202,Operating Systems,48,32,80,9.0,A+,4
Semester 8,246BIA73007,CS203,Database Systems,40,35,75,8.2,A,4
Semester 8,246BIA73007,CS301,Machine Learning,26,31,57,6.0,B,4
Semester 8,246BIA73007,CS302,Computer Networks,47,35,82,8.4,A,4
Semester 8,246BIA73007,CS303,Software Engineering,34,29,63,7.2,B+,4
Semester 8,246BIA73007,CS304,Artificial Intelligence,33,37,70,7.0,B+,4
Semester 8,246BIA73008,CS101,Mathematics,50,26,76,8.3,A,4
Semester 8,246BIA73008,CS102,Physics,50,43,93,9.4,A+,4
Semester 8,246BIA73008,CS103,Chemistry,38,41,79,8.4,A,4
Semester 8,246BIA73008,CS201,Data Structures,46,27,73,7.0,B+,4
Semester 8,246BIA73008,CS202,Operating Systems,42,44,86,8.8,A,4
Semester 8,246BIA73008,CS203,Database Systems,45,44,89,8.4,A,4
Semester 8,246BIA73008,CS301,Machine Learning,49,36,85,7.5,B+,4
Semester 8,246BIA73008,CS302,Computer Networks,28,48,76,6.8,B,4
Semester 8,246BIA73008,CS303,Software Engineering,25,45,70,7.2,B+,4
Semester 8,246BIA73008,CS304,Artificial Intelligence,41,41,82,8.5,A,4
Semester 8,246BIA73009,CS101,Mathematics,37,27,64,6.5,B,4
Semester 8,246BIA73009,CS102,Physics,44,46,90,8.9,A,4
Semester 8,246BIA73009,CS103,Chemistry,38,42,80,7.4,B+,4
Semester 8,246BIA73009,CS201,Data Structures,44,25,69,7.4,B+,4
Semester 8,246BIA73009,CS202,Operating Systems,41,29,70,7.3,B+,4
Semester 8,246BIA73009,CS203,Database Systems,32,33,65,7.1,B+,4
Semester 8,246BIA73009,CS301,Machine Learning,28,47,75,6.8,B,4
Semester 8,246BIA73009,CS302,Computer Networks,29,29,58,5.0,C+,4
Semester 8,246BIA73009,CS303,Software Engineering,25,41,66,7.1,B+,4
Semester 8,246BIA73009,CS304,Artificial Intelligence,48,45,93,10.0,A+,4
Semester 8,246BIA73010,CS101,Mathematics,36,36,72,6.9,B,4
Semester 8,246BIA73010,CS102,Physics,48,41,89,8.4,A,4
Semester 8,246BIA73010,CS103,Chemistry,28,39,67,7.5,B+,4
Semester 8,246BIA73010,CS201,Data Structures,45,27,72,6.5,B,4
Semester 8,246BIA73010,CS202,Operating Systems,37,47,84,8.6,A,4
Semester 8,246BIA73010,CS203,Database Systems,30,31,61,6.8,B,4
Semester 8,246BIA73010,CS301,Machine Learning,39,28,67,7.7,B+,4
Semester 8,246BIA73010,CS302,Computer Networks,35,26,61,6.1,B,4
Semester 8,246BIA73010,CS303,Software Engineering,38,47,85,7.6,B+,4
Semester 8,246BIA73010,CS304,Artificial Intelligence,31,46,77,8.4,A,4
Semester 8,246BIA73011,CS101,Mathematics,44,37,81,8.5,A,4
Semester 8,246BIA73011,CS102,Physics,50,30,80,7.2,B+,4
Semester 8,246BIA73011,CS103,Chemistry,27,32,59,5.7,C+,4
Semester 8,246BIA73011,CS201,Data Structures,48,48,96,9.5,A+,4
Semester 8,246BIA73011,CS202,Operating Systems,47,39,86,9.0,A+,4
Semester 8,246BIA73011,CS203,Database Systems,31,50,81,7.2,B+,4
Semester 8,246BIA73011,CS301,Machine Learning,42,46,88,8.6,A,4
Semester 8,246BIA73011,CS302,Computer Networks,50,36,86,8.1,A,4
Semester 8,246BIA73011,CS303,Software Engineering,50,33,83,8.4,A,4
Semester 8,246BIA73011,CS304,Artificial Intelligence,30,38,68,5.8,C+,4
Semester 8,246BIA73012,CS101,Mathematics,38,33,71,7.4,B+,4
Semester 8,246BIA73012,CS102,Physics,30,28,58,5.6,C+,4
Semester 8,246BIA73012,CS103,Chemistry,35,50,85,7.6,B+,4
Semester 8,246BIA73012,CS201,Data Structures,50,34,84,9.1,A+,4
Semester 8,246BIA73012,CS202,Operating Systems,36,44,80,7.6,B+,4
Semester 8,246BIA73012,CS203,Database Systems,29,38,67,7.0,B+,4
Semester 8,246BIA73012,CS301,Machine Learning,35,39,74,6.7,B,4
Semester 8,246BIA73012,CS302,Computer Networks,36,39,75,7.3,B+,4
Semester 8,246BIA73012,CS303,Software Engineering,31,31,62,6.6,B,4
Semester 8,246BIA73012,CS304,Artificial Intelligence,27,35,62,5.9,C+,4
Semester 8,246BIA73013,CS101,Mathematics,41,40,81,7.6,B+,4
Semester 8,246BIA73013,CS102,Physics,41,50,91,8.5,A,4
Semester 8,246BIA73013,CS103,Chemistry,38,31,69,6.6,B,4
Semester 8,246BIA73013,CS201,Data Structures,28,36,64,5.7,C+,4
Semester 8,246BIA73013,CS202,Operating Systems,34,41,75,7.3,B+,4
Semester 8,246BIA73013,CS203,Database Systems,43,44,87,9.1,A+,4
Semester 8,246BIA73013,CS301,Machine Learning,36,44,80,8.7,A,4
Semester 8,246BIA73013,CS302,Computer Networks,31,47,78,7.6,B+,4
Semester 8,246BIA73013,CS303,Software Engineering,25,49,74,6.6,B,4
Semester 8,246BIA73013,CS304,Artificial Intelligence,27,32,59,5.8,C+,4
Semester 8,246BIA73014,CS101,Mathematics,37,49,86,8.0,A,4
Semester 8,246BIA73014,CS102,Physics,38,41,79,8.4,A,4
Semester 8,246BIA73014,CS103,Chemistry,31,43,74,6.6,B,4
Semester 8,246BIA73014,CS201,Data Structures,28,41,69,6.2,B,4
Semester 8,246BIA73014,CS202,Operating Systems,34,44,78,8.4,A,4
Semester 8,246BIA73014,CS203,Database Systems,42,50,92,9.0,A+,4
Semester 8,246BIA73014,CS301,Machine Learning,36,35,71,7.6,B+,4
Semester 8,246BIA73014,CS302,Computer Networks,35,38,73,6.6,B,4
Semester 8,246BIA73014,CS303,Software Engineering,44,27,71,7.6,B+,4
Semester 8,246BIA73014,CS304,Artificial Intelligence,38,43,81,8.9,A,4
Semester 8,246BIA73015,CS101,Mathematics,30,28,58,6.6,B,4
Semester 8,246BIA73015,CS102,Physics,44,29,73,8.0,A,4
Semester 8,246BIA73015,CS103,Chemistry,50,48,98,9.7,A+,4
Semester 8,246BIA73015,CS201,Data Structures,25,40,65,6.9,B,4
Semester 8,246BIA73015,CS202,Operating Systems,40,39,79,8.5,A,4
Semester 8,246BIA73015,CS203,Database Systems,30,45,75,7.0,B+,4
Semester 8,246BIA73015,CS301,Machine Learning,44,40,84,8.1,A,4
Semester 8,246BIA73015,CS302,Computer Networks,49,50,99,9.0,A+,4
Semester 8,246BIA73015,CS303,Software Engineering,29,47,76,6.9,B,4
Semester 8,246BIA73015,CS304,Artificial Intelligence,28,37,65,5.7,C+,4
Semester 8,246BIA73016,CS101,Mathematics,37,50,87,8.1,A,4
Semester 8,246BIA73016,CS102,Physics,47,35,82,8.3,A,4
Semester 8,246BIA73016,CS103,Chemistry,28,29,57,5.0,C+,4
Semester 8,246BIA73016,CS201,Data Structures,28,30,58,5.7,C+,4
Semester 8,246BIA73016,CS202,Operating Systems,25,34,59,6.4,B,4
Semester 8,246BIA73016,CS203,Database Systems,32,48,80,8.7,A,4
Semester 8,246BIA73016,CS301,Machine Learning,40,40,80,7.9,B+,4
Semester 8,246BIA73016,CS302,Computer Networks,49,45,94,10.0,A+,4
Semester 8,246BIA73016,CS303,Software Engineering,30,43,73,7.9,B+,4
Semester 8,246BIA73016,CS304,Artificial Intelligence,45,45,90,8.9,A,4
Semester 8,246BIA73017,CS101,Mathematics,47,37,84,7.5,B+,4
Semester 8,246BIA73017,CS102,Physics,41,43,84,9.3,A+,4
Semester 8,246BIA73017,CS103,Chemistry,49,41,90,9.6,A+,4
Semester 8,246BIA73017,CS201,Data Structures,42,39,81,7.1,B+,4
Semester 8,246BIA73017,CS202,Operating Systems,38,27,65,7.3,B+,4
Semester 8,246BIA73017,CS203,Database Systems,38,48,86,9.1,A+,4
Semester 8,246BIA73017,CS301,Machine Learning,39,44,83,7.7,B+,4
Semester 8,246BIA73017,CS302,Computer Networks,35,47,82,7.9,B+,4
Semester 8,246BIA73017,CS303,Software Engineering,32,31,63,5.8,C+,4
Semester 8,246BIA73017,CS304,Artificial Intelligence,35,32,67,7.0,B+,4
Semester 8,246BIA73018,CS101,Mathematics,40,50,90,8.5,A,4
Semester 8,246BIA73018,CS102,Physics,38,33,71,6.7,B,4
Semester 8,246BIA73018,CS103,Chemistry,46,27,73,8.2,A,4
Semester 8,246BIA73018,CS201,Data Structures,41,30,71,8.0,A,4
Semester 8,246BIA73018,CS202,Operating Systems,42,39,81,8.3,A,4
Semester 8,246BIA73018,CS203,Database Systems,37,44,81,8.8,A,4
Semester 8,246BIA73018,CS301,Machine Learning,35,31,66,6.6,B,4
Semester 8,246BIA73018,CS302,Computer Networks,47,26,73,7.7,B+,4
Semester 8,246BIA73018,CS303,Software Engineering,26,25,51,4.7,C,4
Semester 8,246BIA73018,CS304,Artificial Intelligence,43,48,91,8.6,A,4
Semester 8,246BIA73019,CS101,Mathematics,28,41,69,7.7,B+,4
Semester 8,246BIA73019,CS102,Physics,49,49,98,10.0,A+,4
Semester 8,246BIA73019,CS103,Chemistry,49,40,89,9.6,A+,4
Semester 8,246BIA73019,CS201,Data Structures,42,45,87,8.1,A,4
Semester 8,246BIA73019,CS202,Operating Systems,39,47,86,9.5,A+,4
Semester 8,246BIA73019,CS203,Database Systems,34,28,62,7.2,B+,4
Semester 8,246BIA73019,CS301,Machine Learning,30,49,79,8.6,A,4
Semester 8,246BIA73019,CS302,Computer Networks,27,32,59,6.6,B,4
Semester 8,246BIA73019,CS303,Software Engineering,40,38,78,7.1,B+,4
Semester 8,246BIA73019,CS304,Artificial Intelligence,26,32,58,6.4,B,4
Semester 8,246BIA73020,CS101,Mathematics,41,45,86,9.4,A+,4
Semester 8,246BIA73020,CS102,Physics,48,48,96,9.7,A+,4
Semester 8,246BIA73020,CS103,Chemistry,34,50,84,8.0,A,4
Semester 8,246BIA73020,CS201,Data Structures,30,42,72,7.2,B+,4
Semester 8,246BIA73020,CS202,Operating Systems,32,34,66,6.1,B,4
Semester 8,246BIA73020,CS203,Database Systems,25,29,54,5.3,C+,4
Semester 8,246BIA73020,CS301,Machine Learning,39,27,66,6.4,B,4
Semester 8,246BIA73020,CS302,Computer Networks,44,34,78,6.9,B,4
Semester 8,246BIA73020,CS303,Software Engineering,40,48,88,9.5,A+,4
Semester 8,246BIA73020,CS304,Artificial Intelligence,38,25,63,5.4,C+,4
Semester 8,246BIA73021,CS101,Mathematics,33,40,73,7.2,B+,4
Semester 8,246BIA73021,CS102,Physics,43,26,69,6.0,B,4
Semester 8,246BIA73021,CS103,Chemistry,48,35,83,7.9,B+,4
Semester 8,246BIA73021,CS201,Data Structures,36,49,85,8.6,A,4
Semester 8,246BIA73021,CS202,Operating Systems,36,40,76,8.0,A,4
Semester 8,246BIA73021,CS203,Database Systems,31,34,65,6.8,B,4
Semester 8,246BIA73021,CS301,Machine Learning,29,43,72,6.6,B,4
Semester 8,246BIA73021,CS302,Computer Networks,33,42,75,8.4,A,4
Semester 8,246BIA73021,CS303,Software Engineering,33,31,64,6.6,B,4
Semester 8,246BIA73021,CS304,Artificial Intelligence,27,30,57,5.1,C+,4
Semester 8,246BIA73022,CS101,Mathematics,39,49,88,9.0,A+,4
Semester 8,246BIA73022,CS102,Physics,42,37,79,8.5,A,4
Semester 8,246BIA73022,CS103,Chemistry,29,33,62,6.5,B,4
Semester 8,246BIA73022,CS201,Data Structures,43,34,77,7.5,B+,4
Semester 8,246BIA73022,CS202,Operating Systems,25,45,70,7.8,B+,4
Semester 8,246BIA73022,CS203,Database Systems,32,26,58,6.3,B,4
Semester 8,246BIA73022,CS301,Machine Learning,30,41,71,7.2,B+,4
Semester 8,246BIA73022,CS302,Computer Networks,38,46,84,9.4,A+,4
Semester 8,246BIA73022,CS303,Software Engineering,30,27,57,5.4,C+,4
Semester 8,246BIA73022,CS304,Artificial Intelligence,34,35,69,7.0,B+,4
Semester 8,246BIA73023,CS101,Mathematics,36,39,75,7.6,B+,4
Semester 8,246BIA73023,CS102,Physics,43,37,80,9.0,A+,4
Semester 8,246BIA73023,CS103,Chemistry,25,41,66,6.6,B,4
Semester 8,246BIA73023,CS201,Data Structures,40,35,75,8.5,A,4
Semester 8,246BIA73023,CS202,Operating Systems,44,31,75,7.9,B+,4
Semester 8,246BIA73023,CS203,Database Systems,38,29,67,7.7,B+,4
Semester 8,246BIA73023,CS301,Machine Learning,44,35,79,7.2,B+,4
Semester 8,246BIA73023,CS302,Computer Networks,38,41,79,8.3,A,4
Semester 8,246BIA73023,CS303,Software Engineering,32,36,68,7.7,B+,4
Semester 8,246BIA73023,CS304,Artificial Intelligence,37,35,72,6.8,B,4
Semester 8,246BIA73024,CS101,Mathematics,46,33,79,7.9,B+,4
Semester 8,246BIA73024,CS102,Physics,27,44,71,7.3,B+,4
Semester 8,246BIA73024,CS103,Chemistry,34,38,72,6.5,B,4
Semester 8,246BIA73024,CS201,Data Structures,39,48,87,8.4,A,4
Semester 8,246BIA73024,CS202,Operating Systems,49,28,77,7.7,B+,4
Semester 8,246BIA73024,CS203,Database Systems,32,41,73,7.1,B+,4
Semester 8,246BIA73024,CS301,Machine Learning,34,45,79,7.6,B+,4
Semester 8,246BIA73024,CS302,Computer Networks,50,27,77,6.7,B,4
Semester 8,246BIA73024,CS303,Software Engineering,29,26,55,4.8,C,4
Semester 8,246BIA73024,CS304,Artificial Intelligence,50,37,87,7.9,B+,4
Semester 8,246BIA73025,CS101,Mathematics,36,50,86,8.0,A,4
Semester 8,246BIA73025,CS102,Physics,40,42,82,7.3,B+,4
Semester 8,246BIA73025,CS103,Chemistry,28,26,54,4.9,C,4
Semester 8,246BIA73025,CS201,Data Structures,35,28,63,6.1,B,4
Semester 8,246BIA73025,CS202,Operating Systems,43,29,72,6.9,B,4
Semester 8,246BIA73025,CS203,Database Systems,45,37,82,7.6,B+,4
Semester 8,246BIA73025,CS301,Machine Learning,50,26,76,8.2,A,4
Semester 8,246BIA73025,CS302,Computer Networks,44,29,73,7.0,B+,4
Semester 8,246BIA73025,CS303,Software Engineering,43,27,70,6.3,B,4
Semester 8,246BIA73025,CS304,Artificial Intelligence,39,31,70,6.2,B,4
Semester 8,246BIA73026,CS101,Mathematics,32,33,65,5.6,C+,4
Semester 8,246BIA73026,CS102,Physics,32,46,78,7.5,B+,4
Semester 8,246BIA73026,CS103,Chemistry,26,48,74,8.3,A,4
Semester 8,246BIA73026,CS201,Data Structures,40,43,83,8.8,A,4
Semester 8,246BIA73026,CS202,Operating Systems,44,40,84,7.5,B+,4
Semester 8,246BIA73026,CS203,Database Systems,30,40,70,7.7,B+,4
Semester 8,246BIA73026,CS301,Machine Learning,34,28,62,5.4,C+,4
Semester 8,246BIA73026,CS302,Computer Networks,32,40,72,7.2,B+,4
Semester 8,246BIA73026,CS303,Software Engineering,38,28,66,5.9,C+,4
Semester 8,246BIA73026,CS304,Artificial Intelligence,35,44,79,8.9,A,4
Semester 8,246BIA73027,CS101,Mathematics,34,42,76,7.9,B+,4
Semester 8,246BIA73027,CS102,Physics,32,49,81,9.0,A+,4
Semester 8,246BIA73027,CS103,Chemistry,44,33,77,7.8,B+,4
Semester 8,246BIA73027,CS201,Data Structures,28,27,55,5.3,C+,4
Semester 8,246BIA73027,CS202,Operating Systems,49,33,82,8.4,A,4
Semester 8,246BIA73027,CS203,Database Systems,43,42,85,7.7,B+,4
Semester 8,246BIA73027,CS301,Machine Learning,50,46,96,9.7,A+,4
Semester 8,246BIA73027,CS302,Computer Networks,39,36,75,8.4,A,4
Semester 8,246BIA73027,CS303,Software Engineering,35,32,67,5.7,C+,4
Semester 8,246BIA73027,CS304,Artificial Intelligence,25,36,61,6.2,B,4
Semester 8,246BIA73028,CS101,Mathematics,49,49,98,9.2,A+,4
Semester 8,246BIA73028,CS102,Physics,26,29,55,5.4,C+,4
Semester 8,246BIA73028,CS103,Chemistry,38,48,86,8.2,A,4
Semester 8,246BIA73028,CS201,Data Structures,47,48,95,9.1,A+,4
Semester 8,246BIA73028,CS202,Operating Systems,25,27,52,5.5,C+,4
Semester 8,246BIA73028,CS203,Database Systems,48,38,86,9.6,A+,4
Semester 8,246BIA73028,CS301,Machine Learning,25,47,72,6.8,B,4
Semester 8,246BIA73028,CS302,Computer Networks,35,26,61,5.5,C+,4
Semester 8,246BIA73028,CS303,Software Engineering,34,40,74,7.5,B+,4
Semester 8,246BIA73028,CS304,Artificial Intelligence,46,37,83,9.3,A+,4
Semester 8,246BIA73029,CS101,Mathematics,48,43,91,8.1,A,4
Semester 8,246BIA73029,CS102,Physics,26,30,56,5.3,C+,4
Semester 8,246BIA73029,CS103,Chemistry,44,26,70,7.8,B+,4
Semester 8,246BIA73029,CS201,Data Structures,31,40,71,6.4,B,4
Semester 8,246BIA73029,CS202,Operating Systems,25,27,52,5.8,C+,4
Semester 8,246BIA73029,CS203,Database Systems,48,25,73,6.8,B,4
Semester 8,246BIA73029,CS301,Machine Learning,38,33,71,7.3,B+,4
Semester 8,246BIA73029,CS302,Computer Networks,45,48,93,9.7,A+,4
Semester 8,246BIA73029,CS303,Software Engineering,49,46,95,9.1,A+,4
Semester 8,246BIA73029,CS304,Artificial Intelligence,44,44,88,9.7,A+,4
Semester 8,246BIA73030,CS101,Mathematics,31,35,66,6.8,B,4
Semester 8,246BIA73030,CS102,Physics,45,30,75,6.6,B,4
Semester 8,246BIA73030,CS103,Chemistry,36,25,61,6.4,B,4
Semester 8,246BIA73030,CS201,Data Structures,30,28,58,4.9,C,4
Semester 8,246BIA73030,CS202,Operating Systems,38,48,86,8.2,A,4
Semester 8,246BIA73030,CS203,Database Systems,34,28,62,6.0,B,4
Semester 8,246BIA73030,CS301,Machine Learning,44,44,88,9.2,A+,4
Semester 8,246BIA73030,CS302,Computer Networks,28,29,57,5.5,C+,4
Semester 8,246BIA73030,CS303,Software Engineering,29,36,65,7.4,B+,4
Semester 8,246BIA73030,CS304,Artificial Intelligence,50,33,83,8.0,A,4
Semester 8,246BIA73031,CS101,Mathematics,36,34,70,7.4,B+,4
Semester 8,246BIA73031,CS102,Physics,27,28,55,5.7,C+,4
Semester 8,246BIA73031,CS103,Chemistry,46,39,85,7.9,B+,4
Semester 8,246BIA73031,CS201,Data Structures,25,44,69,7.5,B+,4
Semester 8,246BIA73031,CS202,Operating Systems,48,48,96,9.8,A+,4
Semester 8,246BIA73031,CS203,Database Systems,29,38,67,7.4,B+,4
Semester 8,246BIA73031,CS301,Machine Learning,47,29,76,7.1,B+,4
Semester 8,246BIA73031,CS302,Computer Networks,34,25,59,6.6,B,4
Semester 8,246BIA73031,CS303,Software Engineering,50,43,93,10.0,A+,4
Semester 8,246BIA73031,CS304,Artificial Intelligence,45,39,84,8.8,A,4
Semester 8,246BIA73032,CS101,Mathematics,26,29,55,4.5,C,4
Semester 8,246BIA73032,CS102,Physics,28,32,60,5.0,C+,4
Semester 8,246BIA73032,CS103,Chemistry,25,45,70,7.7,B+,4
Semester 8,246BIA73032,CS201,Data Structures,31,47,78,8.6,A,4
Semester 8,246BIA73032,CS202,Operating Systems,27,34,61,6.7,B,4
Semester 8,246BIA73032,CS203,Database Systems,25,46,71,6.7,B,4
Semester 8,246BIA73032,CS301,Machine Learning,48,28,76,8.4,A,4
Semester 8,246BIA73032,CS302,Computer Networks,41,49,90,8.9,A,4
Semester 8,246BIA73032,CS303,Software Engineering,40,41,81,7.3,B+,4
Semester 8,246BIA73032,CS304,Artificial Intelligence,28,41,69,7.3,B+,4
Semester 8,246BIA73033,CS101,Mathematics,48,49,97,9.3,A+,4
Semester 8,246BIA73033,CS102,Physics,28,38,66,5.6,C+,4
Semester 8,246BIA73033,CS103,Chemistry,37,34,71,6.4,B,4
Semester 8,246BIA73033,CS201,Data Structures,28,36,64,6.2,B,4
Semester 8,246BIA73033,CS202,Operating Systems,28,39,67,5.8,C+,4
Semester 8,246BIA73033,CS203,Database Systems,45,30,75,8.3,A,4
Semester 8,246BIA73033,CS301,Machine Learning,47,40,87,8.8,A,4
Semester 8,246BIA73033,CS302,Computer Networks,43,30,73,8.1,A,4
Semester 8,246BIA73033,CS303,Software Engineering,33,32,65,5.8,C+,4
Semester 8,246BIA73033,CS304,Artificial Intelligence,46,41,87,8.8,A,4
Semester 8,246BIA73034,CS101,Mathematics,28,30,58,6.8,B,4
Semester 8,246BIA73034,CS102,Physics,48,25,73,7.9,B+,4
Semester 8,246BIA73034,CS103,Chemistry,30,27,57,5.0,C+,4
Semester 8,246BIA73034,CS201,Data Structures,40,42,82,8.5,A,4
Semester 8,246BIA73034,CS202,Operating Systems,30,34,64,6.7,B,4
Semester 8,246BIA73034,CS203,Database Systems,36,27,63,6.2,B,4
Semester 8,246BIA73034,CS301,Machine Learning,40,47,87,7.8,B+,4
Semester 8,246BIA73034,CS302,Computer Networks,36,40,76,6.9,B,4
Semester 8,246BIA73034,CS303,Software Engineering,39,39,78,7.9,B+,4
Semester 8,246BIA73034,CS304,Artificial Intelligence,44,34,78,7.3,B+,4
Semester 8,246BIA73035,CS101,Mathematics,26,37,63,5.5,C+,4
Semester 8,246BIA73035,CS102,Physics,37,26,63,5.6,C+,4
Semester 8,246BIA73035,CS103,Chemistry,25,39,64,7.3,B+,4
Semester 8,246BIA73035,CS201,Data Structures,34,35,69,6.6,B,4
Semester 8,246BIA73035,CS202,Operating Systems,26,31,57,5.1,C+,4
Semester 8,246BIA73035,CS203,Database Systems,48,29,77,7.3,B+,4
Semester 8,246BIA73035,CS301,Machine Learning,31,47,78,7.1,B+,4
Semester 8,246BIA73035,CS302,Computer Networks,49,27,76,7.3,B+,4
Semester 8,246BIA73035,CS303,Software Engineering,32,50,82,7.3,B+,4
Semester 8,246BIA73035,CS304,Artificial Intelligence,38,46,84,8.1,A,4
Semester 8,246BIA73036,CS101,Mathematics,46,28,74,7.4,B+,4
Semester 8,246BIA73036,CS102,Physics,32,29,61,5.1,C+,4
Semester 8,246BIA73036,CS103,Chemistry,47,33,80,8.1,A,4
Semester 8,246BIA73036,CS201,Data Structures,25,39,64,5.8,C+,4
Semester 8,246BIA73036,CS202,Operating Systems,47,35,82,8.4,A,4
Semester 8,246BIA73036,CS203,Database Systems,34,39,73,7.0,B+,4
Semester 8,246BIA73036,CS301,Machine Learning,47,35,82,7.7,B+,4
Semester 8,246BIA73036,CS302,Computer Networks,42,25,67,7.4,B+,4
Semester 8,246BIA73036,CS303,Software Engineering,25,45,70,7.9,B+,4
Semester 8,246BIA73036,CS304,Artificial Intelligence,39,50,89,8.2,A,4
Semester 8,246BIA73037,CS101,Mathematics,30,41,71,7.0,B+,4
Semester 8,246BIA73037,CS102,Physics,33,28,61,6.4,B,4
Semester 8,246BIA73037,CS103,Chemistry,49,26,75,7.2,B+,4
Semester 8,246BIA73037,CS201,Data Structures,40,47,87,8.0,A,4
Semester 8,246BIA73037,CS202,Operating Systems,26,42,68,7.2,B+,4
Semester 8,246BIA73037,CS203,Database Systems,41,26,67,6.5,B,4
Semester 8,246BIA73037,CS301,Machine Learning,30,45,75,7.8,B+,4
Semester 8,246BIA73037,CS302,Computer Networks,27,45,72,6.5,B,4
Semester 8,246BIA73037,CS303,Software Engineering,33,28,61,6.1,B,4
Semester 8,246BIA73037,CS304,Artificial Intelligence,39,33,72,6.3,B,4
Semester 8,246BIA73038,CS101,Mathematics,32,37,69,6.0,B,4
Semester 8,246BIA73038,CS102,Physics,35,26,61,6.3,B,4
Semester 8,246BIA73038,CS103,Chemistry,32,47,79,8.4,A,4
Semester 8,246BIA73038,CS201,Data Structures,49,50,99,10.0,A+,4
Semester 8,246BIA73038,CS202,Operating Systems,34,49,83,7.4,B+,4
Semester 8,246BIA73038,CS203,Database Systems,33,50,83,8.2,A,4
Semester 8,246BIA73038,CS301,Machine Learning,44,37,81,7.3,B+,4
Semester 8,246BIA73038,CS302,Computer Networks,29,48,77,7.1,B+,4
Semester 8,246BIA73038,CS303,Software Engineering,50,41,91,9.8,A+,4
Semester 8,246BIA73038,CS304,Artificial Intelligence,27,33,60,5.5,C+,4
Semester 8,246BIA73039,CS101,Mathematics,30,36,66,7.1,B+,4
Semester 8,246BIA73039,CS102,Physics,26,46,72,7.3,B+,4
Semester 8,246BIA73039,CS103,Chemistry,48,41,89,8.4,A,4
Semester 8,246BIA73039,CS201,Data Structures,29,44,73,6.5,B,4
Semester 8,246BIA73039,CS202,Operating Systems,29,34,63,6.4,B,4
Semester 8,246BIA73039,CS203,Database Systems,37,25,62,6.1,B,4
Semester 8,246BIA73039,CS301,Machine Learning,41,46,87,8.1,A,4
Semester 8,246BIA73039,CS302,Computer Networks,43,32,75,7.4,B+,4
Semester 8,246BIA73039,CS303,Software Engineering,43,48,91,9.3,A+,4
Semester 8,246BIA73039,CS304,Artificial Intelligence,49,31,80,8.7,A,4
Semester 8,246BIA73040,CS101,Mathematics,27,46,73,7.6,B+,4
Semester 8,246BIA73040,CS102,Physics,29,34,63,5.4,C+,4
Semester 8,246BIA73040,CS103,Chemistry,33,48,81,7.1,B+,4
Semester 8,246BIA73040,CS201,Data Structures,28,37,65,6.1,B,4
Semester 8,246BIA73040,CS202,Operating Systems,40,36,76,7.2,B+,4
Semester 8,246BIA73040,CS203,Database Systems,33,48,81,9.1,A+,4
Semester 8,246BIA73040,CS301,Machine Learning,26,38,64,5.5,C+,4
Semester 8,246BIA73040,CS302,Computer Networks,31,26,57,5.5,C+,4
Semester 8,246BIA73040,CS303,Software Engineering,35,26,61,5.8,C+,4
Semester 8,246BIA73040,CS304,Artificial Intelligence,49,39,88,9.3,A+,4
Semester 8,246BIA73041,CS101,Mathematics,35,47,82,9.2,A+,4
Semester 8,246BIA73041,CS102,Physics,50,31,81,8.5,A,4
Semester 8,246BIA73041,CS103,Chemistry,44,30,74,7.2,B+,4
Semester 8,246BIA73041,CS201,Data Structures,43,33,76,8.5,A,4
Semester 8,246BIA73041,CS202,Operating Systems,32,26,58,5.2,C+,4
Semester 8,246BIA73041,CS203,Database Systems,25,29,54,4.9,C,4
Semester 8,246BIA73041,CS301,Machine Learning,47,45,92,9.4,A+,4
Semester 8,246BIA73041,CS302,Computer Networks,48,30,78,7.8,B+,4
Semester 8,246BIA73041,CS303,Software Engineering,45,43,88,8.5,A,4
Semester 8,246BIA73041,CS304,Artificial Intelligence,27,42,69,6.8,B,4
Semester 8,246BIA73042,CS101,Mathematics,33,26,59,6.6,B,4
Semester 8,246BIA73042,CS102,Physics,38,38,76,6.7,B,4
